RepRapFirmware height map file v2 generated at 2017-11-04 18:56, mean error 0.220, deviation 0.136
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
30.00,270.00,20.00,180.00,-1.00,20.00,20.00,13,9
  0.148,  0.240,  0.083,  0.223,  0.320,  0.138,  0.173,  0.250,  0.165,  0.390,  0.258,  0.365,  0.410
  0.368,  0.212,  0.165,  0.215,  0.245,  0.225,  0.003,  0.330,  0.160,  0.240,  0.225,  0.380,  0.452
  0.275,  0.168,  0.245,  0.180,  0.205,  0.038,  0.085,  0.260,  0.075,  0.093,  0.332,  0.368,  0.322
  0.380,  0.253,  0.168,  0.275,  0.240, -0.050,  0.020,  0.018,  0.058,  0.153,  0.228,  0.340,  0.465
  0.365,  0.368,  0.503,  0.168,  0.165, -0.025,  0.048,  0.018,  0.123,  0.197,  0.258,  0.173,  0.393
  0.455,  0.373,  0.322,  0.280,  0.325,  0.125,  0.095,  0.128,  0.125,  0.165,  0.293,  0.283,  0.457
  0.418,  0.378,  0.452,  0.305,  0.253,  0.223,  0.175,  0.085,  0.083,  0.245,  0.240,  0.260,  0.365
  0.577,  0.445,  0.320,  0.243,  0.133,  0.130,  0.098,  0.050,  0.173, -0.030,  0.088,  0.180,  0.465
  0.358,  0.245,  0.263,  0.197,  0.145,  0.128,  0.083, -0.050, -0.022,  0.083, -0.100,  0.070,  0.293
