RepRapFirmware height map file v2, corrected by manual pad measurements
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
20.00,280.00,25.00,165.00,-1.00,20.00,20.00,14,8
  0.100,  0.185,  0.117,  0.100,  0.137,  0.180,  0.000, -0.050,  0.020, -0.010,  0.042, -0.120,  0.312,  0.550
  0.188,  0.152,  0.160,  0.188,  0.225,  0.147,  0.065, -0.015, -0.030,  0.017, -0.025, -0.185,  0.230,  0.400
  0.232,  0.235,  0.237,  0.147,  0.232, -0.018,  0.070, -0.070, -0.118, -0.480, -0.080,  0.067,  0.250,  0.352
  0.185,  0.197,  0.315,  0.067, -0.020,  0.235,  0.070,  0.402, -0.208, -0.123, -0.083,  0.015,  0.185,  0.312
  0.215,  0.227,  0.305,  0.192,  0.240,  0.027, -0.038, -0.065,  0.005, -0.125, -0.012,  0.062,  0.097,  0.312
  0.235,  0.232,  0.195,  0.145,  0.070,  0.115, -0.013, -0.105, -0.200, -0.118, -0.078, -0.070,  0.027,  0.285
  0.235,  0.195,  0.200,  0.115,  0.197,  0.017,  0.272, -0.155, -0.198, -0.075, -0.168,  0.100,  0.102,  0.315
  0.150,  0.225,  0.160,  0.265,  0.110,  0.042,  0.027, -0.105, -0.138, -0.153, -0.033, -0.055,  0.107,  0.278
